Time,HR,Skin_Temp,GSR,AirTemp,Movement,HR_stdv,GSR_stdv,unkown_stdv
2020-11-04 10:22:59,92.07692307692308,71,9.137709164617204e-08,3267943.5,819,20.86388686577669,6.727188834990406e-08,2057011.0271722537
2020-11-04 10:23:59,61.12244897959184,70.25,1.1860059960723889e-07,4236999.75,249,8.032161508105702,8.699153087873027e-08,3725350.854054446
2020-11-04 10:24:59,66,70,1.4434540247515445e-07,5170891.75,333,0.0,9.705375498877843e-08,5438415.049958414
2020-11-04 10:27:59,73.4,68,7.569380383175339e-08,9897499,891,2.6907248094147422,3.3172807148619656e-08,5393844.448193191
2020-11-04 10:28:59,71.76190476190476,67.25,7.098576387964264e-08,7476355.25,51,0.9712418121129114,5.607329055430002e-09,5800350.9049776625
2020-11-04 10:30:59,75,67,6.92098552922477e-08,5281100,165,0.0,6.46148490088313e-09,3385493.056360255
2020-11-04 10:31:59,,67,7.127778583682975e-08,4514776,70,,4.5257987539599525e-09,2965938.9808649975
2020-11-04 10:32:59,,66.5,7.217257110886494e-08,5384163.75,460,,4.6324248278104966e-09,4398116.425524475
2020-11-04 10:33:59,,65.83333333333333,6.989099666490086e-08,6400207.5,249,,4.842721808484892e-09,6007803.097725345
2020-11-04 10:34:59,,65,7.075639048949436e-08,3156183.75,279,,5.2613306314973175e-09,1656099.2444719875
2020-11-04 10:35:59,75.5,64,7.017530793348766e-08,4220335.5,216,0.8660254037844386,5.280532058680956e-09,2580355.0618388257
2020-11-04 10:36:59,75,63.083333333333336,6.358191581849963e-08,5219295.5,561,0.0,9.038716838206175e-10,4012555.1428910294
2020-11-04 10:37:59,,62.166666666666664,6.302044051223053e-08,6202343.25,295,,1.0225245245252133e-09,5581931.867556804
2020-11-04 10:38:59,,61.25,6.431245885984287e-08,2974647.5,581,,4.203303740247125e-09,1791911.8128851235
2020-11-04 10:39:59,,60.416666666666664,6.387397976147916e-08,3974063.25,395,,3.6218795076329904e-09,2285737.8797269575
2020-11-04 10:40:59,,59.75,7.062383889980772e-08,4411315,488,,3.56248510135572e-08,3557822.1751490757
2020-11-04 10:41:59,60,59,7.171537693407854e-08,7832486.75,517,0.0,6.344080414325916e-09,6126914.923584968
2020-11-04 10:44:59,,58,6.941758865806877e-08,6780302.75,199,,5.050601661920897e-09,5490815.687632411
2020-11-04 10:47:59,,57,8.267849954737578e-08,2294731.5,1086,,4.2789617019100846e-08,1257515.1929914206
2020-11-04 10:50:59,74.85106382978724,57,8.17022322688948e-08,8559527.75,647,4.594069828776053,4.027202484995336e-08,6867135.658594651
2020-11-04 10:51:59,71,57,7.810849608668539e-08,1945060.25,85,0.0,4.0009759559580774e-08,962507.7795585277
2020-11-04 10:54:59,58,58,6.531300465329962e-08,7397788.5,72,0.0,1.263810407106701e-09,5861155.254075364
2020-11-04 10:56:59,73.46153846153847,58.25,6.37841593263219e-08,5006248.75,245,1.5499570522776833,9.983158537721624e-10,3669318.859182953
2020-11-04 10:57:59,,57.166666666666664,6.443337699947658e-08,6021997,51,,8.468166962050947e-10,4319117.492332259
2020-11-04 10:58:59,,57.083333333333336,6.412901271702736e-08,7319673,51,,8.173776834827703e-10,5664537.777468741
2020-11-04 10:59:59,69.63636363636364,58.25,6.352682042706874e-08,4042921.25,321,0.9315409787235999,1.044772102080965e-09,4389940.540945308
2020-11-04 11:00:59,75.03333333333333,59.666666666666664,6.408443029680742e-08,4939421,188,4.4195273754353215,3.292072783864426e-09,3889342.318367464
2020-11-04 11:01:59,78.8,61.5,6.768122931796397e-08,5825173.5,34,2.4138489320308896,6.084517119271042e-09,4167232.2960188156
2020-11-04 11:02:59,81.61111111111111,63.75,7.038228437373174e-08,6824605.5,300,2.99330528733871,5.673341439792029e-09,5169678.991541182
2020-11-04 11:03:59,76.83050847457628,66.5,7.165546467973709e-08,3596694,69,3.8274323931984027,5.78368280368589e-09,4232315.25156273
2020-11-04 11:05:59,58.82608695652174,71.75,7.106304508808989e-08,5514102.25,363,5.197425566006472,5.077597460185654e-09,3921432.91541194
2020-11-04 11:06:59,69.91525423728814,74.16666666666667,6.981450031600632e-08,6448042.5,132,0.9964026072338351,4.7354434940799914e-09,4798786.033081518
2020-11-04 11:07:59,69.3030303030303,76.08333333333333,7.165909560194471e-08,7742334.5,51,1.4031317457927546,5.589637700055021e-09,6186746.796069018
2020-11-04 11:08:59,71.31818181818181,77.25,7.099755886054897e-08,4301711,335,4.171182126277695,5.99603509089277e-09,3777479.53618011
2020-11-04 11:09:59,79.5,78,7.160660067141658e-08,5333659.25,218,7.303486091648912,5.90939606370254e-09,3896136.9185022474
2020-11-04 11:11:59,75.93333333333334,79.41666666666667,6.996079886024876e-08,7185323.5,67,1.4817407180595246,5.637303990377761e-09,5709409.73265409
2020-11-04 11:12:59,68.39622641509433,80,7.048610706710344e-08,3941015.75,67,9.95525768483055,5.6727444488202884e-09,3758346.4113032725
2020-11-04 11:13:59,86.38461538461539,80.83333333333333,7.128382070085966e-08,5169531.75,230,5.791750918178789,5.482408082900734e-09,3927378.3793668505
2020-11-04 11:17:59,,82,7.135373725900974e-08,5494896.25,324,,6.074016494518274e-09,4951163.075296015
2020-11-04 11:18:59,66.06,82.75,6.940638671148543e-08,5660316.25,405,9.565375057989101,4.851134982347064e-09,4031458.644572791
2020-11-04 11:21:59,73,84,7.042552088685152e-08,4614056.75,183,3.7532594530273458,5.602040201177683e-09,3957669.992180966
2020-11-04 11:22:59,68.34545454545454,84,7.265034224334698e-08,5414560.75,275,0.7439008198355921,5.446258503659136e-09,3871652.3712216453
2020-11-04 11:24:59,63.542857142857144,84,6.750595294978428e-08,8393609,649,2.9504755756401337,4.297560697614881e-09,6692896.8117028
2020-11-04 11:25:59,75.36585365853658,84,7.067103430815738e-08,4287149.25,535,6.5285717168084325,6.16591613388095e-09,3925667.966158013
2020-11-04 11:26:59,77,84,7.297284260441637e-08,5169777.25,85,5.0771820705759385,6.371831490429202e-09,3727400.5337872114
2020-11-04 11:27:59,73.26666666666667,84,7.01108314588476e-08,6169213.25,617,2.2350739485653612,4.849423861299581e-09,4462755.887712344
2020-11-04 11:28:59,66.17777777777778,83.16666666666667,7.377793895962352e-08,7152509.25,423,5.470278842735894,5.98172301411639e-09,5617964.631119636
2020-11-04 11:29:59,74.84,83,7.331872173886757e-08,3875481.5,446,2.2922478051031043,5.825707755601135e-09,3794324.432456093
2020-11-04 11:30:59,75.5,83.08333333333333,7.196439181194973e-08,4859029.5,300,1.267731382092775,4.643510061032701e-09,3610028.5488390876
2020-11-04 11:31:59,76.63333333333334,84,7.252448468865914e-08,5940353.5,197,0.9303523824635241,5.748637878619327e-09,4255281.705369605
2020-11-04 11:32:59,69.63636363636364,84.75,6.958533220706738e-08,6859405.5,314,4.312196809320517,4.782345593725089e-09,5285338.225217498
2020-11-04 11:33:59,74.1,85,7.120605945753238e-08,3612809.5,175,1.6502525059315418,5.510489147314127e-09,3966655.4758056253
2020-11-04 11:34:59,76.93333333333334,85,7.344074684884854e-08,4563325.75,88,0.5120763831912406,6.031027944314126e-09,3527508.5338322977
2020-11-04 11:35:59,72.05,85.83333333333333,6.761790551378368e-08,5562497.75,149,3.4079563768726073,5.809341696784346e-09,3942572.7265523826
2020-11-04 11:36:59,69.74509803921569,86,7.228649167378871e-08,6528885.75,85,3.7250773765086476,5.8800818874666735e-09,4912343.553615594
2020-11-04 11:37:59,73.59322033898304,86,7.130654601668435e-08,7528313.75,203,3.0371632843588623,5.91017735982906e-09,6226321.757931137
2020-11-04 11:39:59,77,86,7.173288338513473e-08,5807530,218,2.280350850198276,6.2581679141769e-09,4408658.150633535
2020-11-04 11:40:59,78.07317073170732,87,8.006092268251079e-08,6693270.25,171,1.8791571009032413,5.462459556708689e-08,4988742.025414041
2020-11-04 11:41:59,,87,6.875574972295167e-08,5461694,927,,3.2005393118829805e-09,5734322.365963349
2020-11-04 11:42:59,72.29411764705883,87,6.709255017654112e-08,2418666.5,319,1.1764705882352942,1.1433480463305962e-09,849069.6680904636
2020-11-04 11:43:59,72.71428571428571,87,6.616795379720232e-08,2897354.5,119,4.488534145521253,1.7788819545204256e-09,2071175.8246694678
2020-11-04 11:44:59,69,86.5,6.641372188110719e-08,4318906.5,102,0.0,1.8574176084920581e-09,3561465.7313605095
2020-11-04 11:48:59,,84.25,7.012849444857714e-08,3370213.25,339,,6.319682434541968e-09,3476740.3082833476
2020-11-04 11:49:59,81,83.25,7.173380492212908e-08,4220105.25,381,0.0,6.166386931162099e-09,5262327.303309837
2020-11-04 11:50:59,,82.16666666666667,7.295446789151489e-08,1530577.5,329,,6.005548118980236e-09,786187.3307951165
2020-11-04 11:51:59,93.71428571428571,81,7.232533143916541e-08,6107561.5,758,0.6998542122237652,5.689412230096845e-09,6196654.092189329
2020-11-04 11:55:59,,79,6.919430113140984e-08,4848353.25,352,,4.5709471879494274e-09,5905577.077929572
2020-11-04 11:56:59,69.83333333333333,78.08333333333333,7.120094560891784e-08,6660513.25,636,1.2133516482134197,4.932609153481532e-09,5845461.802787457
2020-11-04 11:57:59,69,77.33333333333333,6.622163565928014e-08,7112097.25,522,0.0,1.5476114392402578e-09,5523119.407754433
2020-11-04 11:58:59,,77,6.593725456297808e-08,8161953.5,302,,9.68358820113678e-10,6489888.902768001
2020-11-04 11:59:59,56,77.08333333333333,6.933583278995519e-08,4723598,52,0.0,5.80431946764228e-09,4925343.772009472
2020-11-04 12:00:59,,77.25,7.128101301022118e-08,5983642.25,623,,4.874268607123726e-09,5200567.957954082
2020-11-04 12:01:59,77,77.91666666666667,7.011784468899829e-08,3604402.5,396,0.0,5.89941954519696e-09,3791387.853140951
2020-11-04 12:02:59,73.9090909090909,78,7.261001918743192e-08,4752330.5,375,1.3111095547141778,5.808804859857946e-09,5370920.4379712
2020-11-04 12:03:59,86,78,6.991901667165545e-08,1778887.25,542,0.0,6.220662007138849e-09,589950.7201582073
2020-11-04 12:04:59,91.08108108108108,78,6.87605321078868e-08,6270595.25,154,2.2586575584622897,5.709730027698472e-09,6092740.154516454
2020-11-04 12:05:59,94.6938775510204,78,7.191611837579775e-08,6646671.25,332,1.6438392298450832,5.274623009801236e-09,5252460.464316051
2020-11-04 12:06:59,94.28571428571429,78,6.789119522854979e-08,4382939,312,0.6998542122237652,5.062859942339831e-09,4984314.641080205
2020-11-04 12:07:59,79,78,7.097699923590459e-08,4698763.5,209,0.0,5.968484529757189e-09,6120756.95951185
2020-11-04 12:08:59,92,78.16666666666667,6.947593305878721e-08,5597607.5,350,6.0553007081949835,6.416879184283629e-09,5458677.50230042
2020-11-04 12:09:59,96,78.91666666666667,6.740989120984358e-08,6615199.75,423,0.0,5.573672334146829e-09,5500646.248324708
2020-11-04 12:11:59,71.03030303030303,79,7.000616594368182e-08,8466839.75,85,4.661153768502728,5.859785142785183e-09,6800884.61686483
2020-11-04 12:12:59,69.94871794871794,79,7.188102866925247e-08,5289856,86,15.626979821972784,5.867698674812753e-09,5509428.302609854
2020-11-04 12:13:59,92,79,6.974404547173763e-08,6414195.75,139,0.0,5.760026984354207e-09,5550771.252505744
2020-11-04 12:14:59,,78.91666666666667,6.643157348256765e-08,3785407.5,318,,5.326963817696082e-09,4139772.8339190604
2020-11-04 12:15:59,,78.25,7.003897190953565e-08,8188831.5,738,,5.96229992233987e-09,6478786.367649288
2020-11-04 12:16:59,,78,7.728261995346625e-08,4720043.75,50,,3.3422188662069255e-08,5103228.7004157165
2020-11-04 12:17:59,,77.91666666666667,6.754216206944291e-08,2591435.75,103,,3.949549305232924e-09,1997985.048110893
2020-11-04 12:18:59,83.08888888888889,78,6.720342541544587e-08,3387376,303,2.1789112696453827,2.7680811501631942e-09,3801350.4822187205
2020-11-04 12:19:59,79,78,6.648318005840913e-08,4498624,807,0.0,1.437983050339135e-09,5388967.167504409
2020-11-08 13:15:59,77.55555555555556,31,3.3776708995727737e-07,7357424.75,700,4.94662873101157,3.003114843147031e-07,5823865.673208662
2020-11-08 13:16:59,71.16666666666667,34.916666666666664,2.3656534902973292e-07,4059601.5,340,7.312470322826768,1.4906135986604364e-07,4036279.9580448763
2020-11-10 12:19:59,82.72727272727273,62.166666666666664,1.6703826907127712e-07,8009070.75,706,5.445446957044341,1.403057299869876e-07,6307785.664953763
2020-11-10 12:20:59,,72.91666666666667,1.1467375889514102e-07,4928407.5,915,,6.13660284663538e-08,6319113.967822131
2020-11-10 12:21:59,,78.08333333333333,1.03615102009018e-07,5615760,714,,4.54287648520547e-08,5321820.477103206
2020-11-10 12:24:59,92.83333333333333,84.66666666666667,7.011457036233558e-08,5185729,346,0.9860132971832694,1.838689977633642e-08,6330946.271214636
2020-11-10 12:25:59,,85,6.689601992973225e-08,1797325.75,568,,1.4280451185239827e-09,1086043.0161534522
2020-11-10 12:26:59,84,86,7.045267714194163e-08,6835834,623,0.0,1.9190996502990126e-08,6086532.738415813
2020-11-10 12:27:59,84.5,86.5,6.683119968887012e-08,7207294.5,512,1.6321130792467402,1.068616165000769e-09,5535541.673419527
2020-11-10 12:28:59,,86.5,6.655442962089045e-08,8256386.5,336,,1.4301351314976895e-09,6486226.469123033
2020-11-10 12:29:59,103.93333333333334,86.33333333333333,6.60696048822887e-08,4914307,453,0.9977753031397177,1.5582896316083102e-09,5180304.598851452
2020-11-10 12:30:59,,88.33333333333333,6.943169704370335e-08,6125563.25,255,,6.223399428419998e-09,5313986.07404086
2020-11-10 12:31:59,,89.58333333333333,6.76332464390683e-08,7009919.25,204,,3.2363028015773695e-09,5452245.787039519
2020-11-10 12:32:59,,91,6.613399060758047e-08,8091295.5,400,,2.242429462170736e-09,6322220.910489861
2020-11-10 12:33:59,,92.75,6.644773992264706e-08,5089696,578,,1.4353011963994606e-09,6089047.6038777605
2020-11-10 12:34:59,94.83333333333333,94.83333333333333,6.75817827471656e-08,5982864,732,1.5184055965240497,3.400696125745943e-09,5531657.4579807
2020-11-10 12:35:59,81.8,95.5,6.692910863050119e-08,7063708.25,719,0.9797958971132712,1.808384075297268e-09,5819891.4560721135
2020-11-10 12:38:59,85.03703703703704,95.16666666666667,8.291600572406725e-08,4876932,303,1.0708764662815526,4.024135593670186e-08,4237620.444087637
2020-11-10 12:39:59,82.23636363636363,93,7.596816316078568e-08,6506380,306,1.6176710123298343,2.5188621704781966e-08,5295871.150933102
2020-11-10 12:40:59,85.5,92,6.712195598346357e-08,7711140.5,285,1.132843031197762,1.5956575044893432e-09,6094127.08028892
2020-11-10 12:41:59,84.95,92.25,6.711219279646554e-08,8726948.5,85,1.189187397623548,1.910097811377887e-09,6983592.559518829
2020-11-10 12:42:59,85.21818181818182,93.83333333333333,6.744110719410888e-08,5577880.5,85,1.7548986926565313,1.89716233350257e-09,5929160.08781988
2020-11-10 12:43:59,87.66071428571429,95.75,6.696764383214518e-08,5918864.75,352,3.32886073236929,1.5971845436178366e-09,4809162.781030154
2020-11-10 12:44:59,82.46296296296296,96.66666666666667,6.626927358191282e-08,6185616.75,230,1.2429499403370248,1.4026496750392392e-09,4511062.206156349
2020-11-10 12:45:59,82.96666666666667,98,7.297775699888054e-08,7103405,313,1.3161391348266422,2.4899231664140803e-08,5685301.443127137
2020-11-10 12:46:59,84.8695652173913,99.58333333333333,6.6125911904764e-08,3875753.5,405,2.1121665741723685,1.6314837305766087e-09,3680628.4963673325
2020-11-10 12:47:59,84.51666666666667,100.83333333333333,6.637325079534362e-08,4939653.25,315,2.202208487455768,1.4044887876123222e-09,3647489.8062270423
2020-11-10 12:50:59,88.51063829787235,103,6.656385615990324e-08,3760758,374,1.2005732748651816,1.206832242225796e-09,4025194.419644286
2020-11-10 12:51:59,89.41463414634147,103.41666666666667,6.989258382927483e-08,4727202,221,1.4137928532867745,1.8039176264201167e-08,3686735.6850080127
2020-11-10 12:52:59,86.92727272727272,104,6.683278184950361e-08,6395254.5,281,4.280418609327174,1.8756832900934307e-09,4994942.721002639
2020-11-10 12:54:59,88.87272727272727,105,6.744676509292992e-08,7844738.75,402,3.253275526741097,1.7502642436066927e-09,6442328.3103623865
2020-11-10 12:55:59,84.61016949152543,105,6.738308489719191e-08,4367231,134,1.50723620850276,1.7879549555534964e-09,3542106.484582091
2020-11-10 12:56:59,87.81395348837209,105.83333333333333,7.003207747341193e-08,5450119,52,0.5809300463626417,1.782354064955181e-08,3917763.3082612967
2020-11-10 12:57:59,88.06666666666666,106,6.711252683507088e-08,6365839,434,1.590248058916875,1.651954598674452e-09,4709296.7463153135
2020-11-10 12:59:59,87,107,6.682037738331338e-08,7397675.25,408,2.695675549220764,1.9128154453115227e-09,5610235.720107506
2020-11-10 13:03:59,88.46428571428571,107.41666666666667,1.0700464094420429e-07,3881379.75,496,2.0698885901203004,6.098540583327737e-08,3839038.407016878
2020-11-10 13:05:59,89.83673469387755,107,6.877316657331426e-08,6112151.75,484,0.7914579359047068,2.3407774446283212e-09,4488024.184455414
2020-11-10 13:07:59,87.21818181818182,108,6.814794799819815e-08,3634052,68,3.1199703325565546,2.7363477902879753e-09,4001917.684141629
2020-11-10 13:08:59,89.67272727272727,108,7.03411663126857e-08,4633520,563,1.2512473115698366,1.7806061262292143e-08,3678306.7134850924
2020-11-10 13:11:59,87.14285714285714,108,6.681208043295614e-08,7528576,393,2.799416848895061,3.060095308804973e-09,6225686.32296677
2020-11-10 13:12:59,81.45283018867924,107,6.829312960962701e-08,4432032.25,465,1.7108536734387405,2.6307521289027367e-09,3774307.533446723
2020-11-10 13:13:59,81.11538461538461,107,7.057416958494891e-08,5349780.25,281,3.010582911573043,4.4836397147570915e-09,3833652.877597382
2020-11-10 13:14:59,82.33333333333333,106.25,7.048463374136591e-08,6332836.25,102,1.8043158136965811,5.228953563875402e-09,4665502.008307219
2020-11-10 13:15:59,86.59322033898304,106,7.22910597033998e-08,7648404.5,782,6.087271087312753,1.5176370072127514e-08,6092402.289539345
2020-11-10 13:16:59,85.10909090909091,105.41666666666667,7.171054509595932e-08,4980372.75,594,1.9133286299747339,1.1677332648055823e-08,5258815.558293682
2020-11-10 13:17:59,85,105,6.840435939930547e-08,5089916.75,523,2.1291625896895083,2.5511689885156155e-09,3716956.928787269
2020-11-10 13:19:59,87.13207547169812,104.33333333333333,6.754444794299361e-08,7103388.75,106,2.163485446524402,3.581962170764339e-09,5566968.13016023
2020-11-10 13:20:59,84.46666666666667,104.08333333333333,6.68000414072753e-08,3809688.75,52,2.1328124364061853,1.5141368520118167e-09,3831647.921605557
2020-11-10 13:21:59,85.6,104,6.681841010543963e-08,4792728.75,462,1.5077577170531522,1.3062014724851029e-09,3595168.8165014153
2020-11-10 13:22:59,83.13333333333334,104,6.579311753472483e-08,5759104.75,219,1.2036980056845192,1.8774504514528572e-09,4100396.937627891
2020-11-10 13:24:59,82.75438596491227,104.5,6.98819630188811e-08,3679865.25,441,0.9783749820069253,1.747431053383381e-08,4208833.5846708985
2020-11-10 13:25:59,91.27659574468085,104,7.30866162464503e-08,5141417,167,5.3542670502215595,3.1250760107979855e-08,4559683.294826133
2020-11-10 13:26:59,85.86666666666666,104,6.716963188122494e-08,5901205,110,0.49888765156985887,1.8776248596021994e-09,4424382.63978021
2020-11-10 13:27:59,85.14814814814815,103.16666666666667,7.01912732171742e-08,6532013,267,1.2383891479481843,1.7512989896636718e-08,4888489.274776462
2020-11-10 13:28:59,85.24444444444444,103,6.663999594414923e-08,7565737,299,1.1576903357894317,1.5815991185158206e-09,6183553.719886041
2020-11-10 13:29:59,80.3170731707317,102.83333333333333,6.699914506950805e-08,4287137,348,10.189518824394742,1.303375515949222e-09,3656690.798619224
2020-11-10 13:30:59,76.9,102,6.997804019826656e-08,5352589,291,14.190489773083945,1.7801873476649516e-08,3857955.934694239
2020-11-10 13:32:59,83.58333333333333,101.41666666666667,6.68519162090384e-08,7554469,471,1.4639178786925022,1.5903704602822747e-09,6016466.535326071
2020-11-10 13:33:59,84.7,101,6.66490322518221e-08,4156541.25,206,2.297099620536007,1.1507732562212423e-09,3982580.5446960754
2020-11-10 13:34:59,81.33333333333333,101,6.668852626242805e-08,5829505.5,182,3.6636351104090896,1.301434185389059e-09,5066719.462483121
2020-11-10 13:35:59,80.65,101,6.67970888945458e-08,6341753.25,85,3.3307906969166745,1.0353224429197383e-09,4741979.8208201695
2020-11-10 13:36:59,79.03333333333333,101,6.650505399653717e-08,6970789,102,3.1515428320462697,1.5883951320452924e-09,5438590.692078464
2020-11-10 13:38:59,82.11666666666666,101,6.651368097317233e-08,4711313.5,612,3.2817254946479335,1.6185834390981868e-09,3561170.0800126423
2020-11-10 13:40:59,82.5,101,6.695636122514833e-08,11198529.25,475,4.473253849269009,1.290608313350497e-09,5846809.9101139065
2020-11-10 13:41:59,76.4,101,6.680796706699223e-08,3432361.5,372,2.8821288428289717,1.426666632811015e-09,4017490.0857438655
2020-11-10 13:42:59,78.01818181818182,101,6.607540007962268e-08,4399249.5,223,0.9998346970812741,2.0386715425860096e-09,3515674.746373767
2020-11-10 13:43:59,80.7560975609756,100.25,6.844355126164812e-08,5400473.75,485,1.4104226629074108,4.679228110402436e-09,3843889.280396248
2020-11-10 13:44:59,79.87272727272727,100,6.85789165145418e-08,6823821.5,298,1.6074208076582068,2.606412618955756e-09,5114434.628075155
2020-11-10 13:45:59,78.0909090909091,100,6.97778226009156e-08,7987613.5,565,2.5745095015465993,1.742870436177764e-08,6377874.293768281
2020-11-10 13:46:59,81.15,100,6.715599613353765e-08,4186493.75,431,1.4121496615680176,1.9636085534417206e-09,3616628.8241859553
2020-11-10 13:47:59,81.77966101694915,100,6.753784285431169e-08,5121430,102,4.050811998993805,1.6899183477004304e-09,3667116.1743410174
2020-11-10 13:48:59,77.72727272727273,100,6.791396554360154e-08,6262941.75,324,2.6659778724754872,3.0790353662827306e-09,4617080.591485131
2020-11-10 13:49:59,81,100,6.838071354807272e-08,7628929.75,234,2.0174675805564983,2.390483000022017e-09,6013717.47224549
2020-11-10 13:50:59,78.52173913043478,100,6.693436482299947e-08,4418166,84,2.0928359211406504,1.613723414890143e-09,4544249.779314898
2020-11-10 13:51:59,78.8,100,6.66754449909023e-08,5324442.25,87,1.6206994374857624,1.3182785551104073e-09,4168459.1547567896
2020-11-10 13:55:59,80.55102040816327,98.16666666666667,6.697595863553686e-08,2560486,415,6.356938117055514,1.6057786890733422e-09,1382226.8058421165
2020-11-10 13:56:59,75.28,96.83333333333333,7.142854675677419e-08,3248873.75,83,4.915445045974983,1.9397736725096474e-08,3245604.217527098
2020-11-10 13:57:59,73.83333333333333,95.58333333333333,1.1145693628810358e-07,4660165.5,278,3.061408535661685,3.567950263520739e-08,4673133.422929335
2020-11-10 13:58:59,81.75,94.41666666666667,1.28682286949611e-07,5709297.5,104,4.610224144948559,2.6984194585719843e-08,6337222.62257649
2020-11-10 13:59:59,76.52941176470588,93.33333333333333,1.215978467193695e-07,2514161.5,84,2.5541426647739267,2.9668138856269328e-08,928041.8177448956
2020-11-10 14:00:59,75.3,93,6.502206669444004e-08,2989533.5,105,1.3576941236277533,8.762653349068697e-10,2807190.095127733
2020-11-10 14:01:59,75.86666666666666,92.16666666666667,6.455319228034118e-08,4118505.5,52,1.910206504252587,8.925672707314533e-10,4381796.937398543
2020-11-10 14:02:59,75.43333333333334,91.66666666666667,6.330521302056977e-08,5247725.25,50,1.6367311596254557,4.217813142479009e-10,5989192.568756801
2020-11-10 14:03:59,75.43333333333334,90.58333333333333,7.006193514977105e-08,2102497.5,137,1.6367311596254557,3.141988709223533e-08,564730.6150088288
2020-11-10 14:05:59,88.89473684210526,89.25,6.463437043006981e-08,4110033,468,0.9944444014574307,6.514269550315108e-09,3783878.606224901
2020-11-10 14:06:59,115.12,88.66666666666667,6.344299250222283e-08,5046472.75,393,15.76406039064809,6.093374349056824e-10,5503414.196839103
2020-11-10 14:11:59,93.92,82.25,6.444630620599113e-08,1835183.75,582,3.979145636942684,1.038796808745022e-09,1005649.0725291241
2020-11-10 14:12:59,68,80.91666666666667,6.510421556152782e-08,2781115.75,783,13.469742472079819,9.998903058953494e-10,1209798.1607733942
2020-11-10 14:15:59,80.63636363636364,78.83333333333333,6.452116433112608e-08,5108683.75,563,3.5617341862108605,1.3625444665869492e-09,6544328.132883061
2020-11-10 14:16:59,80.57627118644068,78,6.645667760807332e-08,2536664,222,6.608170058320098,6.396551940831387e-09,869989.2113948885
2020-11-10 14:17:59,79.0909090909091,77.91666666666667,6.637229282615564e-08,3258088,358,8.01651188547222,6.341393221801182e-09,2467136.417106987
2020-11-10 14:18:59,85.64285714285714,77.25,6.615234473198974e-08,4272104,211,5.259102895485705,6.284699720979479e-09,4139113.5772509915
2020-11-10 14:19:59,87.27272727272727,77,6.506467426174128e-08,5249224.25,121,1.8136306675690912,7.612746107332502e-10,5838597.429725198
2020-11-10 14:20:59,83.88333333333334,76.58333333333333,6.443805631848777e-08,2248404.5,507,1.70383554240295,8.3040188728394e-10,632437.3715778108
2020-11-10 14:24:59,74.35714285714286,75,6.498784512419587e-08,4302200.5,311,2.333211853008725,2.0146229544191602e-09,4610594.106438805
2020-11-10 14:25:59,76.4,75,6.396653706418562e-08,5749372.5,148,2.6407069760451143,1.2588158166162372e-09,5064719.36690556
2020-11-10 14:26:59,75.13333333333334,75,6.320291807029408e-08,6004092.25,313,2.7535835237417845,7.006906079769992e-10,4318722.804676249
2020-11-10 14:27:59,76.76666666666667,75,6.27292250582248e-08,6970996.5,198,1.1599808427536877,1.6517643361337998e-10,5282744.001117435
2020-11-10 14:28:59,78.86666666666666,74.58333333333333,6.291070507298396e-08,3743348.75,75,0.8055363982396382,3.5173800219353166e-10,4283817.80124951
2020-11-10 14:29:59,79.76666666666667,74,6.327197890620288e-08,4742780.75,235,0.9723968097209881,1.8167847229635984e-09,3856481.8554742597
2020-11-10 14:30:59,79.66666666666667,74,6.270306460478394e-08,5742204.75,107,1.699673171197595,2.6606281437282405e-10,4138729.8007425163
2020-11-10 14:31:59,78.7,74,6.345869404125117e-08,7220093,318,1.9261360284258222,1.3311831954999922e-09,5489872.531211586
2020-11-10 14:32:59,75.83333333333333,73.25,6.561958842928431e-08,8616597.25,240,4.889330788109509,1.9011931815099465e-09,6887517.84407149
2020-11-10 14:33:59,76.63333333333334,73,6.343114208269451e-08,4382101.25,132,1.769808526994438,3.6451876079073416e-10,3780726.2261457373
2020-11-10 14:34:59,79.93333333333334,72.58333333333333,6.469301713967219e-08,5331589.25,190,1.0624918300339485,6.5474478961964775e-09,3828593.5017719218
2020-11-10 14:35:59,80.95555555555555,71.5,6.475088267255621e-08,6347925.25,338,1.4291497947389802,6.593962948285156e-09,4641332.475228443
2020-11-10 14:36:59,81.0677966101695,71,6.31399379173097e-08,7347353.25,117,3.9353435737402065,5.073558657888782e-10,5829209.561768747
2020-11-10 14:37:59,76.63333333333334,71,6.438895518910564e-08,4135837.5,84,2.2058004342087605,6.588142421521835e-09,3910585.6626038444
2020-11-10 14:38:59,76.73333333333333,71,6.444372506023092e-08,5119373.5,132,2.1123972690339814,6.584821811503478e-09,3800928.043206652
2020-11-10 14:39:59,78.58333333333333,71.83333333333333,6.327821093238659e-08,6169741.75,134,3.7607254028386006,1.0961512462677745e-09,4477607.269500943
2020-11-10 14:40:59,75.2,72,6.314847761119027e-08,7119021.5,100,2.8682166352398606,2.0609340102782604e-09,5513141.445316522
2020-11-10 14:41:59,76.03333333333333,72,6.394989851173836e-08,3907753.75,121,2.0813991020998888,6.7395703794173375e-09,4120570.895081128
2020-11-10 14:42:59,75.83333333333333,72,6.314382224527445e-08,4924077.75,202,2.1692292538031928,2.0115296784320773e-09,3863303.5943585495
2020-11-10 14:43:59,70.93333333333334,73,6.949872841747729e-08,5840793.75,51,1.9988885800753267,2.9650126501808227e-08,4184779.891319218
